x,y,z,value
0,12,6,0.0
0,12,7,0.0
0,12,8,0.0
0,12,9,0.0
0,13,0,0.0
0,13,1,0.0
0,13,2,0.0
0,13,3,0.0
0,13,4,0.0
0,13,5,0.0
0,13,6,0.0
0,13,7,0.0
0,13,8,0.0
0,13,9,0.0
1,0,0,0.0
1,0,1,0.0
1,0,2,0.0
1,0,3,0.0
1,0,4,0.0
1,0,5,0.0
1,0,6,0.0
1,0,7,0.0
1,0,8,0.0
1,0,9,0.0
1,1,0,0.0
1,1,1,0.0
1,1,2,0.0
1,1,3,0.0
1,1,4,0.0
1,1,5,0.0
1,1,6,0.0
1,1,7,0.0
1,1,8,0.0
1,1,9,0.0
1,2,0,0.0
1,2,1,0.0
1,2,2,0.0
1,2,3,0.0
1,2,4,0.0
1,2,5,0.0
1,2,6,0.0
1,2,7,0.0
1,2,8,0.0
1,2,9,0.0
1,3,0,0.0
1,3,1,0.0
1,3,2,0.0
1,3,3,0.0
1,3,4,0.0
1,3,5,0.0
1,3,6,0.0
1,3,7,0.0
1,3,8,0.0
1,3,9,0.0
1,4,0,0.0
1,4,1,0.0
1,4,2,0.0
1,4,3,0.0
1,4,4,0.0
1,4,5,0.0
1,4,6,0.0
1,4,7,0.0
1,4,8,0.0
1,4,9,0.0
1,5,0,0.0
1,5,1,0.0
1,5,2,0.0
1,5,3,0.0
1,5,4,0.0
1,5,5,0.0
1,5,6,0.0
1,5,7,0.0
1,5,8,0.0
1,5,9,0.0
1,6,0,0.0
1,6,1,0.0
1,6,2,0.0
1,6,3,0.0
1,6,4,0.0
1,6,5,0.0
1,6,6,0.0
1,6,7,0.0
1,6,8,0.0
1,6,9,0.0
1,7,0,0.0
1,7,1,0.0
1,7,2,0.0
1,7,3,0.0
1,7,4,0.0
1,7,5,0.0
1,7,6,0.0
1,7,7,0.0
1,7,8,0.0
1,7,9,0.0
1,8,0,0.0
1,8,1,0.0
1,8,2,0.0
1,8,3,0.0
1,8,4,0.0
1,8,5,0.0
1,8,6,0.0
1,8,7,0.0
1,8,8,0.0
1,8,9,0.0
1,9,0,0.0
1,9,1,0.0
1,9,2,0.0
1,9,3,0.0
1,9,4,0.0
1,9,5,0.0
1,9,6,0.0
1,9,7,0.0
1,9,8,0.0
1,9,9,0.0
1,10,0,0.0
1,10,1,0.0
1,10,2,0.0
1,10,3,0.0
1,10,4,0.0
1,10,5,0.0
1,10,6,0.0
1,10,7,0.0
1,10,8,0.0
1,10,9,0.0
1,11,0,0.0
1,11,1,0.0
1,11,2,0.0
1,11,3,0.0
1,11,4,0.0
1,11,5,0.0
1,11,6,0.0
1,11,7,0.0
1,11,8,0.0
1,11,9,0.0
1,12,0,0.0
1,12,1,0.0
1,12,2,0.0
1,12,3,0.0
1,12,4,0.0
1,12,5,0.0
1,12,6,0.0
1,12,7,0.0
1,12,8,0.0
1,12,9,0.0
1,13,0,0.0
1,13,1,0.0
1,13,2,0.0
1,13,3,0.0
1,13,4,0.0
1,13,5,0.0
1,13,6,0.0
1,13,7,0.0
1,13,8,0.0
1,13,9,0.0
2,0,0,0.0
2,0,1,0.0
2,0,2,0.0
2,0,3,0.0
2,0,4,0.0
2,0,5,0.0
2,0,6,0.0
2,0,7,0.0
2,0,8,0.0
2,0,9,0.0
2,1,0,0.0
2,1,1,0.0
2,1,2,0.0
2,1,3,0.0
2,1,4,0.0
2,1,5,0.0
2,1,6,0.0
2,1,7,0.0
2,1,8,0.0
2,1,9,0.0
2,2,0,0.0
2,2,1,0.0
2,2,2,0.0
2,2,3,0.0
2,2,4,0.0
2,2,5,0.0
2,2,6,0.0
2,2,7,0.0
2,2,8,0.0
2,2,9,0.0
2,3,0,0.0
2,3,1,0.0
2,3,2,0.0
2,3,3,0.0
2,3,4,0.0
2,3,5,0.0
2,3,6,0.0
2,3,7,0.0
2,3,8,0.0
2,3,9,0.0
2,4,0,0.0
2,4,1,0.0
2,4,2,0.0
2,4,3,0.0
2,4,4,0.0
2,4,5,0.0
2,4,6,0.0
2,4,7,0.0
2,4,8,0.0
2,4,9,0.0
2,5,0,0.0
2,5,1,0.0
2,5,2,0.0
2,5,3,0.0
2,5,4,0.0
2,5,5,0.0
2,5,6,0.0
2,5,7,0.0
2,5,8,12.0
2,5,9,0.0
2,6,0,0.0
2,6,1,0.0
2,6,2,0.0
2,6,3,0.0
2,6,4,0.0
2,6,5,0.0
2,6,6,0.0
2,6,7,0.0
2,6,8,150.0
2,6,9,0.0
2,7,0,0.0
2,7,1,0.0
2,7,2,0.0
2,7,3,0.0
2,7,4,0.0
2,7,5,0.0
2,7,6,0.0
2,7,7,0.0
2,7,8,255.0
2,7,9,0.0
2,8,0,0.0
2,8,1,0.0
2,8,2,0.0
2,8,3,0.0
2,8,4,0.0
2,8,5,0.0
2,8,6,0.0
2,8,7,0.0
2,8,8,139.0
2,8,9,0.0
2,9,0,0.0
2,9,1,0.0
2,9,2,0.0
2,9,3,0.0
2,9,4,0.0
2,9,5,0.0
2,9,6,0.0
2,9,7,0.0
2,9,8,0.0
2,9,9,0.0
2,10,0,0.0
2,10,1,0.0
2,10,2,0.0
2,10,3,0.0
2,10,4,0.0
2,10,5,0.0
2,10,6,0.0
2,10,7,0.0
2,10,8,0.0
2,10,9,0.0
2,11,0,0.0
2,11,1,0.0
2,11,2,0.0
2,11,3,0.0
2,11,4,0.0
2,11,5,0.0
2,11,6,0.0
2,11,7,0.0
2,11,8,0.0
2,11,9,0.0
2,12,0,0.0
2,12,1,0.0
2,12,2,0.0
2,12,3,0.0
2,12,4,0.0
2,12,5,0.0
2,12,6,0.0
2,12,7,0.0
2,12,8,0.0
2,12,9,0.0
2,13,0,0.0
2,13,1,0.0
2,13,2,0.0
2,13,3,0.0
2,13,4,0.0
2,13,5,0.0
2,13,6,0.0
2,13,7,0.0
2,13,8,0.0
2,13,9,0.0
3,0,0,0.0
3,0,1,0.0
3,0,2,0.0
3,0,3,0.0
3,0,4,0.0
3,0,5,0.0
3,0,6,0.0
3,0,7,0.0
3,0,8,0.0
3,0,9,0.0
3,1,0,0.0
3,1,1,0.0
3,1,2,0.0
3,1,3,0.0
3,1,4,0.0
3,1,5,0.0
3,1,6,0.0
3,1,7,0.0
3,1,8,0.0
3,1,9,0.0
3,2,0,0.0
3,2,1,0.0
3,2,2,0.0
3,2,3,0.0
3,2,4,0.0
3,2,5,0.0
3,2,6,0.0
3,2,7,0.0
3,2,8,0.0
3,2,9,0.0
3,3,0,185.0
3,3,1,77.0
3,3,2,0.0
3,3,3,0.0
3,3,4,0.0
3,3,5,0.0
3,3,6,20.0
3,3,7,0.0
3,3,8,0.0
3,3,9,0.0
3,4,0,254.0
3,4,1,0.0
3,4,2,0.0
3,4,3,0.0
3,4,4,0.0
3,4,5,0.0
3,4,6,153.0
3,4,7,0.0
3,4,8,11.0
3,4,9,0.0
3,5,0,0.0
3,5,1,0.0
3,5,2,0.0
3,5,3,32.0
3,5,4,84.0
3,5,5,0.0
3,5,6,255.0
3,5,7,0.0
3,5,8,253.0
3,5,9,126.0
3,6,0,0.0
3,6,1,0.0
3,6,2,0.0
3,6,3,37.0
3,6,4,225.0
3,6,5,0.0
3,6,6,253.0
3,6,7,0.0
3,6,8,253.0
3,6,9,243.0
3,7,0,0.0
3,7,1,0.0
3,7,2,0.0
3,7,3,140.0
3,7,4,252.0
3,7,5,0.0
3,7,6,17.0
3,7,7,0.0
3,7,8,253.0
3,7,9,175.0
3,8,0,0.0
3,8,1,0.0
3,8,2,0.0
3,8,3,217.0
3,8,4,169.0
3,8,5,0.0
3,8,6,0.0
3,8,7,0.0
3,8,8,253.0
3,8,9,0.0
3,9,0,0.0
3,9,1,0.0
3,9,2,0.0
3,9,3,218.0
3,9,4,0.0
3,9,5,0.0
3,9,6,0.0
3,9,7,0.0
3,9,8,0.0
3,9,9,0.0
3,10,0,0.0
3,10,1,0.0
3,10,2,0.0
3,10,3,113.0
3,10,4,0.0
3,10,5,0.0
3,10,6,0.0
3,10,7,0.0
3,10,8,0.0
3,10,9,0.0
3,11,0,0.0
3,11,1,0.0
3,11,2,0.0
3,11,3,0.0
3,11,4,0.0
3,11,5,0.0
3,11,6,0.0
3,11,7,0.0
3,11,8,0.0
3,11,9,0.0
3,12,0,0.0
3,12,1,0.0
3,12,2,0.0
3,12,3,0.0
3,12,4,0.0
3,12,5,0.0
3,12,6,0.0
3,12,7,0.0
3,12,8,0.0
3,12,9,0.0
3,13,0,0.0
3,13,1,0.0
3,13,2,0.0
3,13,3,0.0
3,13,4,0.0
3,13,5,0.0
3,13,6,0.0
3,13,7,0.0
3,13,8,0.0
3,13,9,0.0
4,0,0,0.0
4,0,1,0.0
4,0,2,0.0
4,0,3,0.0
4,0,4,0.0
4,0,5,0.0
4,0,6,0.0
4,0,7,0.0
4,0,8,0.0
4,0,9,0.0
4,1,0,0.0
4,1,1,0.0
4,1,2,0.0
4,1,3,0.0
4,1,4,0.0
4,1,5,0.0
4,1,6,0.0
4,1,7,0.0
4,1,8,0.0
4,1,9,0.0
4,2,0,0.0
4,2,1,253.0
4,2,2,0.0
4,2,3,0.0
4,2,4,0.0
4,2,5,0.0
4,2,6,22.0
4,2,7,0.0
4,2,8,0.0
4,2,9,0.0
4,3,0,159.0
4,3,1,253.0
4,3,2,0.0
4,3,3,0.0
4,3,4,4.0
4,3,5,0.0
4,3,6,253.0
4,3,7,0.0
4,3,8,0.0
4,3,9,0.0
4,4,0,254.0
4,4,1,31.0
4,4,2,0.0
4,4,3,182.0
4,4,4,236.0
4,4,5,0.0
4,4,6,253.0
4,4,7,144.0
4,4,8,253.0
4,4,9,46.0
4,5,0,0.0
4,5,1,0.0
4,5,2,0.0
4,5,3,251.0
4,5,4,247.0
4,5,5,0.0
4,5,6,204.0
4,5,7,254.0
4,5,8,253.0
4,5,9,254.0
4,6,0,0.0
4,6,1,0.0
4,6,2,0.0
4,6,3,251.0
4,6,4,252.0
4,6,5,0.0
4,6,6,253.0
4,6,7,253.0
4,6,8,28.0
4,6,9,254.0
4,7,0,0.0
4,7,1,78.0
4,7,2,0.0
4,7,3,253.0
4,7,4,209.0
4,7,5,0.0
4,7,6,137.0
4,7,7,253.0
4,7,8,253.0
4,7,9,253.0
4,8,0,0.0
4,8,1,253.0
4,8,2,0.0
4,8,3,251.0
4,8,4,252.0
4,8,5,0.0
4,8,6,0.0
4,8,7,68.0
4,8,8,253.0
4,8,9,0.0
4,9,0,0.0
4,9,1,253.0
4,9,2,0.0
4,9,3,253.0
4,9,4,49.0
4,9,5,0.0
4,9,6,0.0
4,9,7,0.0
4,9,8,67.0
4,9,9,0.0
4,10,0,0.0
4,10,1,253.0
4,10,2,0.0
4,10,3,251.0
4,10,4,0.0
4,10,5,0.0
4,10,6,0.0
4,10,7,0.0
4,10,8,0.0
4,10,9,0.0
4,11,0,0.0
4,11,1,118.0
4,11,2,0.0
4,11,3,142.0
4,11,4,0.0
4,11,5,0.0
4,11,6,0.0
4,11,7,0.0
4,11,8,0.0
4,11,9,78.0
4,12,0,0.0
4,12,1,0.0
4,12,2,0.0
4,12,3,0.0
4,12,4,0.0
4,12,5,0.0
4,12,6,0.0
4,12,7,0.0
4,12,8,0.0
4,12,9,227.0
4,13,0,0.0
4,13,1,0.0
4,13,2,0.0
4,13,3,0.0
4,13,4,0.0
4,13,5,0.0
4,13,6,0.0
4,13,7,0.0
4,13,8,0.0
4,13,9,113.0
5,0,0,0.0
5,0,1,0.0
5,0,2,0.0
5,0,3,0.0
5,0,4,0.0
5,0,5,0.0
5,0,6,0.0
5,0,7,0.0
5,0,8,0.0
5,0,9,0.0
5,1,0,0.0
5,1,1,125.0
5,1,2,0.0
5,1,3,0.0
5,1,4,0.0
5,1,5,0.0
5,1,6,0.0
5,1,7,0.0
5,1,8,0.0
5,1,9,0.0
5,2,0,0.0
5,2,1,253.0
5,2,2,0.0
5,2,3,0.0
5,2,4,224.0
5,2,5,0.0
5,2,6,192.0
5,2,7,0.0
5,2,8,0.0
5,2,9,0.0
5,3,0,60.0
5,3,1,210.0
5,3,2,0.0
5,3,3,190.0
5,3,4,231.0
5,3,5,0.0
5,3,6,250.0
5,3,7,224.0
5,3,8,0.0
5,3,9,0.0
5,4,0,254.0
5,4,1,0.0
5,4,2,0.0
5,4,3,255.0
5,4,4,252.0
5,4,5,0.0
5,4,6,21.0
5,4,7,254.0
5,4,8,78.0
5,4,9,240.0
5,5,0,17.0
5,5,1,0.0
5,5,2,0.0
5,5,3,253.0
5,5,4,53.0
5,5,5,0.0
5,5,6,0.0
5,5,7,253.0
5,5,8,10.0
5,5,9,254.0
5,6,0,0.0
5,6,1,234.0
5,6,2,0.0
5,6,3,253.0
5,6,4,0.0
5,6,5,0.0
5,6,6,254.0
5,6,7,155.0
5,6,8,0.0
5,6,9,138.0
5,7,0,0.0
5,7,1,253.0
5,7,2,0.0
5,7,3,0.0
5,7,4,0.0
5,7,5,0.0
5,7,6,254.0
5,7,7,254.0
5,7,8,147.0
5,7,9,255.0
5,8,0,0.0
5,8,1,253.0
5,8,2,0.0
5,8,3,0.0
5,8,4,252.0
5,8,5,0.0
5,8,6,0.0
5,8,7,255.0
5,8,8,253.0
5,8,9,0.0
5,9,0,0.0
5,9,1,253.0
5,9,2,0.0
5,9,3,73.0
5,9,4,84.0
5,9,5,86.0
5,9,6,0.0
5,9,7,0.0
5,9,8,200.0
5,9,9,54.0
5,10,0,0.0
5,10,1,253.0
5,10,2,141.0
5,10,3,253.0
5,10,4,0.0
5,10,5,175.0
5,10,6,0.0
5,10,7,0.0
5,10,8,50.0
5,10,9,249.0
5,11,0,133.0
5,11,1,123.0
5,11,2,215.0
5,11,3,253.0
5,11,4,0.0
5,11,5,211.0
5,11,6,0.0
5,11,7,0.0
5,11,8,0.0
5,11,9,255.0
5,12,0,254.0
5,12,1,0.0
5,12,2,0.0
5,12,3,0.0
5,12,4,0.0
5,12,5,26.0
5,12,6,0.0
5,12,7,0.0
5,12,8,0.0
5,12,9,255.0
5,13,0,254.0
5,13,1,0.0
5,13,2,0.0
5,13,3,0.0
5,13,4,0.0
5,13,5,0.0
5,13,6,0.0
5,13,7,0.0
5,13,8,0.0
5,13,9,255.0
6,0,0,0.0
6,0,1,0.0
6,0,2,0.0
6,0,3,0.0
6,0,4,0.0
6,0,5,0.0
6,0,6,0.0
6,0,7,0.0
6,0,8,0.0
6,0,9,0.0
6,1,0,0.0
6,1,1,255.0
6,1,2,0.0
6,1,3,0.0
6,1,4,0.0
6,1,5,0.0
6,1,6,0.0
6,1,7,0.0
6,1,8,0.0
6,1,9,0.0
6,2,0,0.0
6,2,1,253.0
6,2,2,0.0
6,2,3,251.0
6,2,4,0.0
6,2,5,0.0
6,2,6,32.0
6,2,7,0.0
6,2,8,0.0
6,2,9,0.0
6,3,0,0.0
6,3,1,12.0
6,3,2,0.0
6,3,3,251.0
6,3,4,0.0
6,3,5,0.0
6,3,6,0.0
6,3,7,253.0
6,3,8,253.0
6,3,9,36.0
6,4,0,254.0
6,4,1,117.0
6,4,2,0.0
6,4,3,253.0
6,4,4,0.0
6,4,5,0.0
6,4,6,0.0
6,4,7,253.0
6,4,8,238.0
6,4,9,254.0
6,5,0,66.0
6,5,1,253.0
6,5,2,0.0
6,5,3,251.0
6,5,4,0.0
6,5,5,0.0
6,5,6,0.0
6,5,7,253.0
6,5,8,0.0
6,5,9,187.0
6,6,0,0.0
6,6,1,253.0
6,6,2,57.0
6,6,3,20.0
6,6,4,0.0
6,6,5,111.0
6,6,6,253.0
6,6,7,0.0
6,6,8,0.0
6,6,9,178.0
6,7,0,0.0
6,7,1,253.0
6,7,2,171.0
6,7,3,0.0
6,7,4,0.0
6,7,5,252.0
6,7,6,137.0
6,7,7,253.0
6,7,8,121.0
6,7,9,254.0
6,8,0,0.0
6,8,1,141.0
6,8,2,254.0
6,8,3,0.0
6,8,4,252.0
6,8,5,254.0
6,8,6,0.0
6,8,7,254.0
6,8,8,253.0
6,8,9,118.0
6,9,0,19.0
6,9,1,20.0
6,9,2,254.0
6,9,3,253.0
6,9,4,84.0
6,9,5,254.0
6,9,6,0.0
6,9,7,0.0
6,9,8,253.0
6,9,9,254.0
6,10,0,254.0
6,10,1,253.0
6,10,2,254.0
6,10,3,251.0
6,10,4,0.0
6,10,5,254.0
6,10,6,208.0
6,10,7,0.0
6,10,8,253.0
6,10,9,254.0
6,11,0,254.0
6,11,1,166.0
6,11,2,254.0
6,11,3,251.0
6,11,4,0.0
6,11,5,254.0
6,11,6,208.0
6,11,7,0.0
6,11,8,180.0
6,11,9,254.0
6,12,0,254.0
6,12,1,0.0
6,12,2,0.0
6,12,3,0.0
6,12,4,0.0
6,12,5,157.0
6,12,6,61.0
6,12,7,0.0
6,12,8,0.0
6,12,9,137.0
6,13,0,207.0
6,13,1,0.0
6,13,2,0.0
6,13,3,0.0
6,13,4,0.0
6,13,5,0.0
6,13,6,0.0
6,13,7,0.0
6,13,8,0.0
6,13,9,0.0
7,0,0,0.0
7,0,1,0.0
7,0,2,0.0
7,0,3,0.0
7,0,4,0.0
7,0,5,0.0
7,0,6,0.0
7,0,7,0.0
7,0,8,0.0
7,0,9,0.0
7,1,0,0.0
7,1,1,255.0
7,1,2,0.0
7,1,3,0.0
7,1,4,0.0
7,1,5,0.0
7,1,6,0.0
7,1,7,0.0
7,1,8,0.0
7,1,9,0.0
7,2,0,0.0
7,2,1,253.0
7,2,2,0.0
7,2,3,253.0
7,2,4,0.0
7,2,5,0.0
7,2,6,0.0
7,2,7,0.0
7,2,8,75.0
7,2,9,0.0
7,3,0,0.0
7,3,1,248.0
7,3,2,45.0
7,3,3,253.0
7,3,4,0.0
7,3,5,81.0
7,3,6,0.0
7,3,7,19.0
7,3,8,253.0
7,3,9,137.0
7,4,0,254.0
7,4,1,253.0
7,4,2,202.0
7,4,3,253.0
7,4,4,0.0
7,4,5,254.0
7,4,6,0.0
7,4,7,253.0
7,4,8,238.0
7,4,9,254.0
7,5,0,67.0
7,5,1,253.0
7,5,2,254.0
7,5,3,147.0
7,5,4,0.0
7,5,5,254.0
7,5,6,0.0
7,5,7,254.0
7,5,8,0.0
7,5,9,8.0
7,6,0,0.0
7,6,1,159.0
7,6,2,254.0
7,6,3,0.0
7,6,4,0.0
7,6,5,254.0
7,6,6,254.0
7,6,7,253.0
7,6,8,0.0
7,6,9,210.0
7,7,0,0.0
7,7,1,0.0
7,7,2,255.0
7,7,3,0.0
7,7,4,0.0
7,7,5,254.0
7,7,6,137.0
7,7,7,251.0
7,7,8,42.0
7,7,9,254.0
7,8,0,126.0
7,8,1,0.0
7,8,2,215.0
7,8,3,0.0
7,8,4,232.0
7,8,5,254.0
7,8,6,254.0
7,8,7,8.0
7,8,8,253.0
7,8,9,254.0
7,9,0,254.0
7,9,1,20.0
7,9,2,142.0
7,9,3,255.0
7,9,4,0.0
7,9,5,210.0
7,9,6,254.0
7,9,7,0.0
7,9,8,253.0
7,9,9,254.0
7,10,0,254.0
7,10,1,253.0
7,10,2,66.0
7,10,3,253.0
7,10,4,0.0
7,10,5,20.0
7,10,6,254.0
7,10,7,0.0
7,10,8,253.0
7,10,9,244.0
7,11,0,115.0
7,11,1,253.0
7,11,2,0.0
7,11,3,253.0
7,11,4,0.0
7,11,5,0.0
7,11,6,254.0
7,11,7,0.0
7,11,8,253.0
7,11,9,8.0
7,12,0,52.0
7,12,1,0.0
7,12,2,0.0
7,12,3,0.0
7,12,4,0.0
7,12,5,0.0
7,12,6,190.0
7,12,7,0.0
7,12,8,0.0
7,12,9,0.0
7,13,0,0.0
7,13,1,0.0
7,13,2,0.0
7,13,3,0.0
7,13,4,0.0
7,13,5,0.0
7,13,6,0.0
7,13,7,0.0
7,13,8,0.0
7,13,9,0.0
8,0,0,0.0
8,0,1,0.0
8,0,2,0.0
8,0,3,0.0
8,0,4,0.0
8,0,5,0.0
8,0,6,0.0
8,0,7,0.0
8,0,8,0.0
8,0,9,0.0
8,1,0,0.0
8,1,1,93.0
8,1,2,0.0
8,1,3,0.0
8,1,4,0.0
8,1,5,0.0
8,1,6,0.0
8,1,7,0.0
8,1,8,0.0
8,1,9,0.0
8,2,0,0.0
8,2,1,253.0
8,2,2,254.0
8,2,3,107.0
8,2,4,0.0
8,2,5,254.0
8,2,6,0.0
8,2,7,0.0
8,2,8,217.0
8,2,9,0.0
8,3,0,0.0
8,3,1,253.0
8,3,2,244.0
8,3,3,169.0
8,3,4,0.0
8,3,5,254.0
8,3,6,0.0
8,3,7,0.0
8,3,8,253.0
8,3,9,201.0
8,4,0,254.0
8,4,1,253.0
8,4,2,254.0
8,4,3,253.0
8,4,4,0.0
8,4,5,254.0
8,4,6,0.0
8,4,7,115.0
8,4,8,168.0
8,4,9,254.0
8,5,0,67.0
8,5,1,63.0
8,5,2,216.0
8,5,3,128.0
8,5,4,0.0
8,5,5,254.0
8,5,6,131.0
8,5,7,255.0
8,5,8,0.0
8,5,9,210.0
8,6,0,129.0
8,6,1,0.0
8,6,2,77.0
8,6,3,0.0
8,6,4,134.0
8,6,5,237.0
8,6,6,253.0
8,6,7,254.0
8,6,8,0.0
8,6,9,251.0
8,7,0,254.0
8,7,1,0.0
8,7,2,0.0
8,7,3,0.0
8,7,4,253.0
8,7,5,28.0
8,7,6,254.0
8,7,7,254.0
8,7,8,85.0
8,7,9,254.0
8,8,0,254.0
8,8,1,0.0
8,8,2,0.0
8,8,3,251.0
8,8,4,252.0
8,8,5,0.0
8,8,6,253.0
8,8,7,254.0
8,8,8,253.0
8,8,9,254.0
8,9,0,240.0
8,9,1,5.0
8,9,2,0.0
8,9,3,253.0
8,9,4,252.0
8,9,5,0.0
8,9,6,165.0
8,9,7,88.0
8,9,8,253.0
8,9,9,211.0
8,10,0,35.0
8,10,1,253.0
8,10,2,0.0
8,10,3,251.0
8,10,4,253.0
8,10,5,0.0
8,10,6,13.0
8,10,7,0.0
8,10,8,253.0
8,10,9,0.0
8,11,0,0.0
8,11,1,253.0
8,11,2,0.0
8,11,3,107.0
8,11,4,252.0
8,11,5,0.0
8,11,6,253.0
8,11,7,0.0
8,11,8,221.0
8,11,9,0.0
8,12,0,0.0
8,12,1,0.0
8,12,2,0.0
8,12,3,0.0
8,12,4,179.0
8,12,5,0.0
8,12,6,23.0
8,12,7,0.0
8,12,8,0.0
8,12,9,0.0
8,13,0,0.0
8,13,1,0.0
8,13,2,0.0
8,13,3,0.0
8,13,4,0.0
8,13,5,0.0
8,13,6,0.0
8,13,7,0.0
8,13,8,0.0
8,13,9,0.0
9,0,0,0.0
9,0,1,0.0
9,0,2,0.0
9,0,3,0.0
9,0,4,0.0
9,0,5,0.0
9,0,6,0.0
9,0,7,0.0
9,0,8,0.0
9,0,9,0.0
9,1,0,0.0
9,1,1,0.0
9,1,2,0.0
9,1,3,0.0
9,1,4,0.0
9,1,5,0.0
9,1,6,0.0
9,1,7,0.0
9,1,8,0.0
9,1,9,0.0
9,2,0,0.0
9,2,1,0.0
9,2,2,109.0
9,2,3,0.0
9,2,4,70.0
9,2,5,107.0
9,2,6,0.0
9,2,7,0.0
9,2,8,253.0
9,2,9,0.0
9,3,0,0.0
9,3,1,0.0
9,3,2,0.0
9,3,3,62.0
9,3,4,148.0
9,3,5,254.0
9,3,6,0.0
9,3,7,0.0
9,3,8,253.0
9,3,9,95.0
9,4,0,254.0
9,4,1,0.0
9,4,2,0.0
9,4,3,253.0
9,4,4,192.0
9,4,5,73.0
9,4,6,231.0
9,4,7,0.0
9,4,8,69.0
9,4,9,254.0
9,5,0,253.0
9,5,1,0.0
9,5,2,0.0
9,5,3,251.0
9,5,4,255.0
9,5,5,0.0
9,5,6,254.0
9,5,7,18.0
9,5,8,0.0
9,5,9,198.0
9,6,0,255.0
9,6,1,0.0
9,6,2,0.0
9,6,3,251.0
9,6,4,252.0
9,6,5,0.0
9,6,6,253.0
9,6,7,12.0
9,6,8,0.0
9,6,9,254.0
9,7,0,254.0
9,7,1,0.0
9,7,2,0.0
9,7,3,251.0
9,7,4,253.0
9,7,5,0.0
9,7,6,161.0
9,7,7,152.0
9,7,8,0.0
9,7,9,254.0
9,8,0,58.0
9,8,1,0.0
9,8,2,0.0
9,8,3,251.0
9,8,4,252.0
9,8,5,0.0
9,8,6,0.0
9,8,7,253.0
9,8,8,252.0
9,8,9,99.0
9,9,0,0.0
9,9,1,20.0
9,9,2,0.0
9,9,3,253.0
9,9,4,252.0
9,9,5,0.0
9,9,6,0.0
9,9,7,253.0
9,9,8,253.0
9,9,9,0.0
9,10,0,0.0
9,10,1,253.0
9,10,2,0.0
9,10,3,251.0
9,10,4,253.0
9,10,5,0.0
9,10,6,30.0
9,10,7,245.0
9,10,8,253.0
9,10,9,0.0
9,11,0,0.0
9,11,1,123.0
9,11,2,0.0
9,11,3,0.0
9,11,4,244.0
9,11,5,0.0
9,11,6,161.0
9,11,7,21.0
9,11,8,0.0
9,11,9,0.0
9,12,0,0.0
9,12,1,0.0
9,12,2,0.0
9,12,3,0.0
9,12,4,0.0
9,12,5,0.0
9,12,6,0.0
9,12,7,0.0
9,12,8,0.0
9,12,9,0.0
9,13,0,0.0
9,13,1,0.0
9,13,2,0.0
9,13,3,0.0
9,13,4,0.0
9,13,5,0.0
9,13,6,0.0
9,13,7,0.0
