1.615286254736464644e-01,6.122946723278779313e-01,-2.268335616740662503e-02,8.145056804767932812e-01,5.807432760629966939e-01,1.369311308808444649e-01,7.414267512687003903e-01,7.701778485881548564e-01,5.818515267759530873e-01,1.073096993242484282e-01
-5.409782718576373189e-02,2.602537759630211278e-01,6.642087461128757253e-01,8.379203847686480522e-01,3.245358763894323206e-01,3.312973576541651255e-01,2.844559949634055673e-01,4.885309974555033241e-01,-1.533540403433511501e-01,-3.593202850258168934e-02
2.107783759488487257e-02,2.447774751663076287e-01,-2.216926075715669742e-01,1.091913931345904309e+00,-1.994759525440953918e-01,5.018411660797037488e-01,4.707409229862515310e-01,1.912875440404098685e-03,2.507319306872924369e-01,-3.956281684477482852e-01
3.864366000803626938e-02,-2.099157175774251372e-01,5.386597175857555514e-02,1.416548252369835559e-02,-6.017097136878261088e-01,-1.202608383671669307e-01,-6.343025306398383245e-01,-3.643746793062628553e-02,1.144928519398103091e-02,1.908984475271080228e-01
-6.600568452062025582e-01,-4.029385109634839313e-02,1.127552617291660425e-01,1.064764555838105392e-01,-5.730528415488020944e-01,-2.679459132406823429e-01,-4.817540079020217469e-02,-5.041565874409519310e-01,1.770908060058100919e-01,1.486983818239254462e-01
1.388432549890628309e-01,-2.163949323817438708e-01,1.357136746862192683e-02,7.757425384883213058e-03,-2.444267189996770784e-01,-2.239616291926714575e-01,-9.295362597922939007e-02,-3.943631876765131827e-01,-1.739671169061997591e-01,-4.445815648016828714e-01
2.836259462604345458e-02,5.694248268985853123e-01,3.291556688017932553e-01,-7.851595361235468029e-03,6.107864431032971053e-01,9.868207741820689272e-01,6.732838419376022676e-01,2.936764031832337501e-02,9.533230040503959390e-02,8.616238453962099531e-02
3.632472374167701745e-01,5.824373480570033124e-01,9.184528980921508046e-01,8.066971657208309443e-01,2.558037361822843581e-01,3.329890349874335079e-03,-1.233521439692200281e-02,5.437068246242451330e-01,-1.748874456884265127e-01,-1.942398558083585289e-02
1.493291162649205694e-01,3.219909418163900972e-01,2.428924656840870250e-02,-1.718277742012306458e-02,4.798166043681650894e-01,-5.088637888618101623e-01,-1.616757808135226016e-01,9.552612055097720045e-02,4.271738182658235128e-01,-3.963438205053947949e-01
-8.687268529467865319e-01,-3.908143504053671613e-01,1.749866618214765968e-01,-1.148400627903555682e+00,-5.676438775758252397e-01,-8.685485115461284433e-01,-2.836201855630612334e-01,-3.995045357305904155e-02,8.710867828762951237e-03,1.197191929239470667e-02
